"id","breeding_period","sex","date","straighness_trajectories","nobs","year","rainfall","mean_temperature","wind","year_sur_site","laying","hatching","breeding_success"
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","pre_breeding","F","2017-02-10",0.112,24,2017,3.693,6.979,3.249,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2017-02-15",0.303,11,2017,6.117,10.459,2.408,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2017-02-17",0.842,13,2017,0.049,9.522,1.909,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2017-02-18",0.516,24,2017,0.004,8.751,1.601,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2017-02-19",0.944,24,2017,0.028,8.821,2.392,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2017-02-20",0.738,24,2017,0.007,9.737,4.384,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2017-02-21",0.711,24,2017,0.001,11.056,4.566,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2017-02-22",0.811,24,2017,0.049,11.318,2.715,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2017-02-23",0.013,24,2017,0.075,9.831,1.854,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2017-02-24",0.132,24,2017,0.006,9.68,5.338,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2017-02-25",0.098,24,2017,0,7.54,3.13,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2017-02-26",0.012,24,2017,0.011,7.52,1.814,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2017-02-27",0.085,24,2017,1.174,9.212,2.677,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2017-02-28",0.045,24,2017,2.36,9.273,4.334,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2017-03-01",0.021,24,2017,0.043,8.389,2.789,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2017-03-02",0.007,24,2017,0.029,10.133,2.041,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2017-03-03",0.021,25,2017,22.52,9.943,5.96,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2017-03-04",0.188,24,2017,4.696,7.746,5.234,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2017-03-05",0.23,24,2017,0.775,7.36,3.13,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2017-03-06",0.238,24,2017,1.794,10.78,7.288,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2017-03-07",0.446,24,2017,0.673,8.912,5.769,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2017-03-08",0.035,24,2017,0.106,11.373,4.17,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2017-03-09",0.002,24,2017,0,13.2,4.483,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2017-03-10",0.016,24,2017,0,14.104,3.541,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2017-03-11",0.028,24,2017,0.052,12.098,2.088,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2017-03-12",0.009,24,2017,1.884,11.588,3.591,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2017-03-13",0.022,24,2017,0.034,12.393,3.389,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2017-03-14",0.012,24,2017,0.006,12.765,3.373,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-03-15",0.025,24,2017,0,12.411,1.876,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-03-16",0.02,24,2017,0.024,11.593,1.432,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-03-17",0.032,24,2017,0.03,12.46,2.092,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-03-18",0.008,24,2017,0,12.946,5.358,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-03-19",0.044,24,2017,0.001,15.054,4.857,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-03-20",0.068,24,2017,0.005,13.331,3.389,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-03-21",0.051,24,2017,0.004,11.661,4.012,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-03-22",0.04,24,2017,0.261,10.81,3.05,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-03-23",0.059,24,2017,9.254,10.892,4.067,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-03-24",0.211,24,2017,32.819,10.279,3.138,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-03-25",0.358,24,2017,13.099,10.487,5.399,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-03-26",0.036,23,2017,0.119,10.45,2.358,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-03-27",0.021,24,2017,0.079,10.872,2.722,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-03-28",0.003,24,2017,0,12.183,2.138,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-03-29",0.037,24,2017,0.006,14.46,2.066,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-03-30",0.172,24,2017,0.031,13.308,2.327,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-03-31",0.428,24,2017,11.788,12.734,3.596,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-04-01",0.123,24,2017,2.984,9.962,3.446,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-05-16",0.011,26,2017,0.01,19.537,1.782,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-05-17",0.01,24,2017,0.034,18.957,2.278,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-05-18",0.2,16,2017,6.403,16.606,3.467,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-05-19",0.053,24,2017,0.04,13.904,5.137,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-05-20",0.064,23,2017,0.001,15.353,4.714,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-05-21",0.006,24,2017,0,17.107,2.406,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-05-22",0.098,24,2017,0.001,17.2,2.033,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-05-23",0.598,24,2017,0.163,21.126,4.252,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-05-24",0.005,24,2017,0,22.9,2.869,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-05-25",0.08,24,2017,0,22.327,2.092,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-05-26",0.013,24,2017,0.025,19.762,2.237,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-05-27",0.002,24,2017,0,20.241,2.344,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-05-28",0.007,24,2017,0,20.207,2.734,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-05-29",0.018,23,2017,0.002,20.408,2.547,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-05-30",0.021,24,2017,0.078,19.9,1.534,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-05-31",0.075,24,2017,0.401,20.29,1.725,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-06-16",0.148,25,2017,0,26.823,5.084,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-06-17",0.237,24,2017,0,25.994,5.078,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-06-18",0.041,24,2017,0,24.952,3.399,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-06-19",0.012,24,2017,0.001,23.713,3.198,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-06-20",0.145,24,2017,0.004,23.432,2.526,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-06-21",0.149,24,2017,0.032,24.414,1.773,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-06-22",0.121,24,2017,0.549,24.713,1.744,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-06-23",0.137,24,2017,0.001,26.539,3.494,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-06-24",0.254,24,2017,0.052,26.406,4.293,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-06-25",0.156,24,2017,0,25.488,3.054,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-06-26",0.023,24,2017,2.877,22.378,1.681,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-06-27",0.095,24,2017,11.077,22.288,2.167,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-06-28",0.03,24,2017,6.466,17.564,2.975,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-06-29",0.019,20,2017,0.123,18.169,4.794,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2017-06-30",0.056,24,2017,0.954,17.27,4.518,1,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","pre_breeding","F","2018-01-13",0.511,23,2018,18.504,5.932,3.193,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","pre_breeding","F","2018-01-14",0.383,24,2018,18.4,7.294,3.051,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","pre_breeding","F","2018-01-18",0.565,12,2018,0.369,8.668,4.576,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","pre_breeding","F","2018-01-19",0.03,23,2018,0.449,9.766,4.937,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","pre_breeding","F","2018-01-20",0.259,17,2018,3.239,9.512,5.262,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-04-27",0.006,26,2018,0.003,15.481,2.346,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-04-28",0.023,24,2018,0.041,15.478,3.125,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-04-29",0.561,24,2018,21.604,12.525,4.465,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-04-30",0.006,23,2018,6.954,10.527,1.738,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-01",0.008,24,2018,2.2,10.368,3.546,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-02",0.009,18,2018,0.005,13.581,4.461,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-03",0.151,24,2018,0.011,15.102,7.098,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-04",0.206,24,2018,0.44,15.331,5.681,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-05",0.012,24,2018,0.751,16.984,3.225,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-06",0.001,24,2018,1.595,18.716,1.89,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-07",0.273,24,2018,6.694,17.347,1.397,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-08",0.16,24,2018,2.075,17.543,3.378,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-09",0.158,24,2018,2.633,17.06,5.333,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-10",0.002,24,2018,0.009,15.915,5.104,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-11",0.066,24,2018,0,15.778,1.824,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-12",0.047,24,2018,24.184,13.613,3.527,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-13",0.018,24,2018,11.616,8.401,5.271,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-14",0.03,24,2018,4.168,9.879,5.313,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-15",0.057,24,2018,0.399,13.894,6.237,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-16",0.544,24,2018,0.254,16.055,4.608,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-17",0.062,20,2018,0.025,17.4,2.072,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-18",0.01,16,2018,2.326,17.474,1.538,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-19",0.032,24,2018,2.909,17.763,1.769,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-20",0.013,24,2018,2.342,17.162,1.357,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-21",0.01,24,2018,0.221,17.487,1.873,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-22",0.02,24,2018,5.654,17.137,1.532,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-23",0.48,24,2018,3.209,17.667,1.297,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-24",0.84,24,2018,0.087,17.946,1.945,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-25",0.05,24,2018,0.323,18.634,1.862,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-26",0.034,24,2018,0.153,19.477,2.711,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-27",0.559,25,2018,1.544,19.209,2.516,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-28",0.872,24,2018,16.185,17.701,3.168,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-29",0.529,24,2018,2.451,18.097,2.753,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-30",0.584,24,2018,10.216,17.497,2.007,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-05-31",0.076,24,2018,5.301,17.754,1.31,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-06-01",0.018,24,2018,1.83,19.496,1.382,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-06-02",0.059,24,2018,0.148,20.146,1.653,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-06-03",0.163,24,2018,1.842,18.413,1.899,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-06-04",0.254,23,2018,1.87,18.975,1.279,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-06-05",0.004,24,2018,7.515,19.076,2.43,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-06-06",0.075,24,2018,2.16,18.837,2.221,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-06-07",0.027,24,2018,3.646,17.902,1.324,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-06-08",0.019,24,2018,0.13,19.949,1.7,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-06-09",0.015,24,2018,0.005,20.74,2.276,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-06-10",0.11,15,2018,2.099,20.751,2.334,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-06-11",0.045,20,2018,20.353,18.355,2.06,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-06-12",0.148,24,2018,2.11,18.76,2.601,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-06-13",0.337,18,2018,0.013,19.797,6.305,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-06-14",0.022,23,2018,0,19.952,6.11,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-06-15",0.301,22,2018,0.027,20.915,4.989,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-06-16",0.179,24,2018,0,21.922,4.98,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-06-17",0.209,24,2018,0,20.896,5.878,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-06-18",0.677,24,2018,0,21.608,5.939,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-06-19",0.023,19,2018,0,24.029,2.674,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-06-20",0.002,24,2018,0,24.003,1.986,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-06-21",0.013,24,2018,0.487,24.793,2.577,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-06-22",0.044,24,2018,0,23.11,5.028,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-06-23",0.037,24,2018,0,21.496,2.898,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-06-24",0.362,24,2018,0,21.725,2.017,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-06-25",0.001,24,2018,0,22.557,2.343,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-06-26",0.001,25,2018,0,22.443,1.699,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-06-27",0.007,24,2018,0.021,23.731,2.24,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-06-28",0.02,24,2018,0,24.086,2.788,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-06-29",0.182,24,2018,0.01,22.532,2.05,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2018-06-30",0.006,24,2018,0,23.14,2.125,2,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","pre_breeding","F","2018-12-29",0.728,13,2019,0.011,4.811,3.224,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","pre_breeding","F","2018-12-30",0.031,24,2019,0.006,6.495,4.307,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","pre_breeding","F","2019-01-01",0.714,13,2019,0.043,5.363,3.786,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","pre_breeding","F","2019-01-03",0.531,12,2019,0.006,4.379,5.174,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","pre_breeding","F","2019-01-04",0.015,24,2019,0,3.37,4.01,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","pre_breeding","F","2019-01-06",0.069,11,2019,0,3.977,6.379,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","pre_breeding","F","2019-01-07",0.015,23,2019,0,3.313,6.187,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","pre_breeding","F","2019-01-10",0.232,13,2019,0,3.457,6.205,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","pre_breeding","F","2019-01-11",0.031,24,2019,0.01,2.304,5.944,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","pre_breeding","F","2019-01-12",0.168,20,2019,0.379,5.955,6.525,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","pre_breeding","F","2019-01-13",0.065,16,2019,0.321,9.347,7.669,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","pre_breeding","F","2019-01-18",0.13,24,2019,0.013,4.581,3.182,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","pre_breeding","F","2019-01-19",0.779,24,2019,0.617,3.809,1.541,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","pre_breeding","F","2019-01-20",0.755,15,2019,2.722,4.213,1.992,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2019-04-22",0.015,24,2019,6.924,15.067,1.789,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2019-04-23",0.613,24,2019,6.449,12.893,3.892,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2019-04-24",0.012,24,2019,0.919,14.007,6.864,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2019-04-25",0.14,23,2019,13.837,12.149,6.634,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2019-04-26",0.003,24,2019,0.521,11.506,4.806,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2019-04-27",0.209,23,2019,0.284,13.171,5.801,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2019-04-28",0.05,24,2019,0,12.042,5.169,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2019-04-29",0.093,24,2019,0,13.034,4.447,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2019-04-30",0.032,24,2019,0,14.213,3.228,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2019-05-01",0.013,24,2019,0.821,14.925,2.234,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2019-05-02",0.339,24,2019,0.51,14.66,3.909,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2019-05-03",0.068,24,2019,0.687,12.777,3.657,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2019-05-04",0.073,21,2019,0.423,12.469,5.904,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2019-05-05",0.407,23,2019,0,9.306,8.529,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2019-05-06",0.003,23,2019,0.001,11.799,4.712,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2019-05-07",0.31,24,2019,2.967,12.337,2.834,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2019-05-08",0.721,24,2019,13.952,12.572,4.048,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2019-05-09",0.022,24,2019,0.16,14.026,3.39,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2019-05-10",0.102,24,2019,1.892,16.395,1.94,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2019-05-11",0.413,24,2019,0.739,15.548,5.668,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2019-05-12",0.025,24,2019,0,14.898,7.64,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2019-05-13",0.055,24,2019,0,15.922,5.648,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2019-05-14",0.044,24,2019,0,16.057,3.137,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2019-05-15",0.226,24,2019,0,14.225,2.919,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2019-05-16",0.064,20,2019,1.678,13.935,2.366,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2019-05-17",0.045,24,2019,16.526,11.463,2.704,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2019-05-18",0.019,24,2019,0.342,13.205,3.449,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2019-05-19",0.059,24,2019,2.066,12.646,4.599,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2019-05-20",0.394,24,2019,0.13,15.56,5.488,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","rearing","F","2019-05-21",0.086,24,2019,0.037,17.121,4.491,3,0,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2020-02-21",0.035,17,2020,0.015,9.706,4.11,4,1,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2020-02-22",0.016,24,2020,0.018,8.915,1.507,4,1,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2020-02-23",0.02,24,2020,0,11.499,2.431,4,1,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2020-02-24",0.012,24,2020,0.001,13.143,3.012,4,1,0,0
"2016_34_site25_F_BONE02__JP [FRP-BA11265]","incubation","F","2020-02-25",0.031,22,2020,1.65,9.899,5.065,4,1,0,0
