"id","breeding_period","sex","date","straighness_trajectories","nobs","year","rainfall","mean_temperature","wind","year_sur_site","laying","hatching","breeding_success"
"2014_30_site21_M_SKFR02-MIN05 [FRP-BA11250]","incubation","M","2016-02-15",0.944,10,2016,0,6.944,4.844,12,1,1,1
"2014_30_site21_M_SKFR02-MIN05 [FRP-BA11250]","incubation","M","2016-02-16",0,22,2016,0,4.989,3.978,12,1,1,1
"2014_30_site21_M_SKFR02-MIN05 [FRP-BA11250]","incubation","M","2016-02-17",0.002,20,2016,0,2.233,1.344,12,1,1,1
"2014_30_site21_M_SKFR02-MIN05 [FRP-BA11250]","incubation","M","2016-02-18",0.001,14,2016,0,5.044,1.689,12,1,1,1
"2014_30_site21_M_SKFR02-MIN05 [FRP-BA11250]","incubation","M","2016-02-20",0.005,22,2016,0,6.744,1.467,12,1,1,1
"2014_30_site21_M_SKFR02-MIN05 [FRP-BA11250]","incubation","M","2016-02-21",0.023,14,2016,0,10.622,1.111,12,1,1,1
"2014_30_site21_M_SKFR02-MIN05 [FRP-BA11250]","incubation","M","2016-02-22",0.463,35,2016,1.2,9.289,1.711,12,1,1,1
"2014_30_site21_M_SKFR02-MIN05 [FRP-BA11250]","incubation","M","2016-02-23",0.039,24,2016,0.111,10.667,3.167,12,1,1,1
"2014_30_site21_M_SKFR02-MIN05 [FRP-BA11250]","incubation","M","2016-02-24",0.447,19,2016,0.011,9.467,1.589,12,1,1,1
"2014_30_site21_M_SKFR02-MIN05 [FRP-BA11250]","incubation","M","2016-02-25",0.154,31,2016,0.3,8.5,1.478,12,1,1,1
"2014_30_site21_M_SKFR02-MIN05 [FRP-BA11250]","incubation","M","2016-02-26",0.004,21,2016,5.067,5.733,1.078,12,1,1,1
"2014_30_site21_M_SKFR02-MIN05 [FRP-BA11250]","incubation","M","2016-02-27",0.204,20,2016,48.167,6.811,3.656,12,1,1,1
"2014_30_site21_M_SKFR02-MIN05 [FRP-BA11250]","incubation","M","2016-02-28",0.205,18,2016,0.511,7.9,2.611,12,1,1,1
"2014_30_site21_M_SKFR02-MIN05 [FRP-BA11250]","incubation","M","2016-02-29",0.152,26,2016,0,7.544,5.856,12,1,1,1
"2014_30_site21_M_SKFR02-MIN05 [FRP-BA11250]","incubation","M","2016-03-01",0,21,2016,0.011,8.244,4.556,12,1,1,1
"2014_30_site21_M_SKFR02-MIN05 [FRP-BA11250]","incubation","M","2016-03-02",0.112,37,2016,0.589,10.211,4.511,12,1,1,1
"2014_30_site21_M_SKFR02-MIN05 [FRP-BA11250]","incubation","M","2016-03-03",0.003,52,2016,0,8.544,4.622,12,1,1,1
"2014_30_site21_M_SKFR02-MIN05 [FRP-BA11250]","incubation","M","2016-03-05",0.043,39,2016,0.089,7.356,2.811,12,1,1,1
"2014_30_site21_M_SKFR02-MIN05 [FRP-BA11250]","incubation","M","2016-03-06",0.013,55,2016,0,4.544,2.878,12,1,1,1
"2014_30_site21_M_SKFR02-MIN05 [FRP-BA11250]","incubation","M","2016-03-07",0.051,34,2016,0.056,4.956,1.733,12,1,1,1
"2014_30_site21_M_SKFR02-MIN05 [FRP-BA11250]","incubation","M","2016-03-08",0.514,28,2016,0,5.311,4.667,12,1,1,1
"2014_30_site21_M_SKFR02-MIN05 [FRP-BA11250]","incubation","M","2016-03-10",0.003,10,2016,0.033,6.1,2.844,12,1,1,1
"2014_30_site21_M_SKFR02-MIN05 [FRP-BA11250]","incubation","M","2016-03-11",0,17,2016,0,7.333,3.333,12,1,1,1
"2014_30_site21_M_SKFR02-MIN05 [FRP-BA11250]","incubation","M","2016-03-12",0.003,25,2016,0,6.644,2.756,12,1,1,1
"2014_30_site21_M_SKFR02-MIN05 [FRP-BA11250]","incubation","M","2016-03-13",0.001,26,2016,0.011,7.267,2.289,12,1,1,1
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","pre_breeding","M","2015-01-10",0.24,18,2015,0,14.094,4.513,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","pre_breeding","M","2015-01-11",0.003,22,2015,0.188,9.213,7.45,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","pre_breeding","M","2015-01-12",0.704,22,2015,0,6.562,1.306,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","pre_breeding","M","2015-01-13",0.863,14,2015,0,7.131,1.181,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","pre_breeding","M","2015-01-15",0.273,19,2015,0.019,7.694,1.381,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","pre_breeding","M","2015-01-17",0.156,24,2015,0.038,5.912,3.075,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","incubation","M","2015-02-18",0.077,12,2015,0,6.844,4.206,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","incubation","M","2015-02-19",0.003,22,2015,0.019,5.394,1.3,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","incubation","M","2015-02-20",0.04,18,2015,0.038,5.619,1.625,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","incubation","M","2015-02-23",0.202,13,2015,4.406,9.706,4.7,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","incubation","M","2015-02-24",0.073,14,2015,3.481,5.019,7.763,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","incubation","M","2015-02-25",0.002,10,2015,5.256,7.763,7.812,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","incubation","M","2015-03-06",0.018,14,2015,0,10.787,5.019,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","incubation","M","2015-03-07",0.015,18,2015,0,10.262,1.638,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","incubation","M","2015-03-08",0.064,19,2015,0,10.775,2.256,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","incubation","M","2015-03-09",0.018,19,2015,0,12.781,2.938,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","incubation","M","2015-03-10",0.009,14,2015,0,12.3,2.913,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","incubation","M","2015-03-11",0.005,27,2015,0,15.144,3.675,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","incubation","M","2015-03-12",0.007,34,2015,0,12.537,2.875,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","incubation","M","2015-03-13",0.004,30,2015,1.194,10.681,5.231,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","incubation","M","2015-03-14",0.003,30,2015,0.425,6.331,4.7,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-03-15",0.463,38,2015,13.394,4.5,4.244,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-03-16",0.712,22,2015,2.425,4.888,1.562,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-03-17",0.012,10,2015,4.669,7.85,2.85,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-03-18",0.001,13,2015,0.269,10.162,2.712,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-03-19",0.022,18,2015,0.075,10.863,1.575,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-03-20",0.04,20,2015,1.7,10.512,2.587,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-03-21",0.011,18,2015,62.913,9.556,3.925,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-03-22",0.392,20,2015,4.85,8.119,1.994,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-03-23",0.429,23,2015,1.65,9.281,2.994,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-03-24",0.019,21,2015,7.256,8.775,2.575,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-03-25",0.487,18,2015,0.188,6.175,9.156,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-03-26",0.164,18,2015,0.062,8.825,8.031,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-03-27",0.434,25,2015,0.744,11.688,8.669,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-03-28",0.094,21,2015,0.231,13.45,8.244,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-03-29",0.093,24,2015,0.075,14.231,6.806,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-03-30",0.057,17,2015,0,15.606,8.175,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-03-31",0.531,23,2015,0.444,15.35,7.569,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-04-01",0.523,21,2015,0.131,10.3,8.512,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-04-02",0.128,25,2015,0.056,10.963,5.244,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-04-03",0.115,21,2015,0.138,13.162,3.881,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-04-04",0.054,24,2015,1.15,11.506,6.019,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-04-05",0.125,24,2015,0,10.081,6.744,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-04-06",0.028,25,2015,0,8.7,1.7,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-04-07",0.003,33,2015,0.306,8.756,2.706,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-04-08",0.002,43,2015,0,9.637,2.1,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-04-09",0.028,44,2015,0,10.425,3.269,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-04-10",0.009,44,2015,0,11.412,3,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-04-11",0.005,44,2015,0,12.963,1.544,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-04-12",0.075,48,2015,0,13.744,1.756,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-04-13",0.076,47,2015,0,15.55,1.544,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-04-14",0.023,46,2015,0,17.3,2.144,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-04-15",0.019,44,2015,0,14.925,3.875,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-04-16",0.201,46,2015,2.531,14.588,2.812,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-04-17",0.074,42,2015,0.619,14.737,2.65,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-04-18",0.262,43,2015,4.812,14.119,2.263,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-04-19",0.083,46,2015,7.606,12.269,2.775,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-04-20",0.035,42,2015,0.306,13.6,3.263,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-04-21",0.126,43,2015,0,15.544,2.381,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-04-22",0.014,39,2015,0,13.637,1.719,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-04-23",0.45,44,2015,0.056,14.613,3.656,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-04-24",0.018,41,2015,0.169,16.531,1.969,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-04-25",0.028,42,2015,11.781,15.275,1.525,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-04-26",0.057,44,2015,4.031,14.594,2.531,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-04-27",0.113,31,2015,5.406,12.581,7.725,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-04-28",0.066,13,2015,0,12.137,7.35,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-04-29",0.274,12,2015,0.038,12.319,1.944,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-04-30",0.037,13,2015,0.038,15.05,1.488,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-01",0.383,13,2015,1.775,15.738,1.706,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-02",0.278,13,2015,0.038,18.781,1.913,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-03",0.199,13,2015,0,17.181,1.506,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-04",0.362,21,2015,0.019,15.169,2.556,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-05",0.021,52,2015,0.038,16.15,3.244,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-06",0.026,52,2015,0.038,15.494,4.112,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-07",0.127,53,2015,0.225,15.894,1.781,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-08",0.168,53,2015,0.056,17.188,3.169,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-09",0.223,50,2015,0,17.9,5.75,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-10",0.169,49,2015,0,19.2,2.031,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-11",0.217,37,2015,0.019,17.712,1.931,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-12",0.324,31,2015,0.038,16.275,1.725,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-13",0.441,14,2015,0.181,18.144,1.175,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-14",0.044,21,2015,0.225,18.175,5.425,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-15",0.688,25,2015,5.163,12.537,10.188,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-16",0.387,31,2015,0.112,14.781,11.025,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-17",0.043,34,2015,0,17.587,6.794,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-18",0.051,37,2015,0.369,19.356,2.306,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-19",0.009,31,2015,5.881,11.719,5.831,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-20",0.381,16,2015,2.356,11.869,7.206,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-21",0.032,50,2015,0.056,12.906,8.319,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-22",0.024,50,2015,0,15.1,7.8,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-23",0.296,46,2015,0.425,16.075,7.888,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-24",0.036,52,2015,0.019,18.05,5.656,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-25",0.388,53,2015,0.188,17.65,7.081,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-26",0.033,57,2015,0.094,16.119,7.656,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-27",0.192,51,2015,0,17.681,6.938,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-28",0.039,51,2015,0.038,19.706,2.5,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-29",0.027,50,2015,3.219,18.419,2.812,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-30",0.205,53,2015,0.038,17.544,3.469,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-05-31",0.065,52,2015,0.019,20.281,2.369,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-06-01",0.051,48,2015,1.087,20.656,2.169,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-06-02",0.008,51,2015,0.319,21.663,1.775,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-06-03",0.21,49,2015,0.112,23.3,1.512,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-06-04",0.339,53,2015,0,23.581,2.475,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-06-05",0.01,52,2015,0,22.794,1.7,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-06-06",0.276,51,2015,0,23.744,3.369,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-06-07",0.132,53,2015,2.306,24.006,2.55,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-06-08",0.005,50,2015,13.919,22.206,3.306,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-06-09",0.115,53,2015,1.131,21.163,2.725,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-06-10",0.529,36,2015,10.912,19.844,2.763,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-06-11",0.044,18,2015,2.237,20.556,3.131,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-06-12",0.401,24,2015,4.706,17.731,1.5,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-06-13",0.552,14,2015,0.988,18.131,2.019,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-06-14",0.142,14,2015,11.175,17.738,2.269,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-06-15",0.22,36,2015,0.419,18.35,3.65,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-06-16",0.304,23,2015,3.137,17.975,6.237,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-06-17",0.454,16,2015,0,19.656,7.419,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-06-18",0.162,26,2015,0,21.587,6.912,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-06-19",0.088,50,2015,0,20.688,6.431,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-06-20",0.222,54,2015,0,22.019,6.2,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-06-21",0.079,51,2015,0,23.637,2.744,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-06-22",0.005,51,2015,0.056,24.381,1.975,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-06-23",0.237,51,2015,0,23.019,4.794,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-06-24",0.066,53,2015,0,22.087,2.244,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-06-25",0.009,45,2015,0,22.231,1.606,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-06-26",0.013,44,2015,0,25.881,2.6,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-06-27",0.153,50,2015,0.019,23.469,3.831,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-06-28",0.023,51,2015,0,26.081,3.356,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-06-29",0.026,53,2015,0.019,26.756,2.212,NA,0,0,0
"2014_66_site31_M_SKFR05-MIN12__JX [FRP-BA11856]","rearing","M","2015-06-30",0.003,50,2015,0,24.544,2.306,NA,0,0,0
"2015_07_site16_F_611__O8T [FRP-BA11553]","rearing","F","2016-05-06",0.049,16,2016,0,14.922,2.689,11,1,1,1
"2015_07_site16_F_611__O8T [FRP-BA11553]","rearing","F","2016-05-26",0.02,18,2016,0,17.4,1.278,11,1,1,1
"2015_07_site16_F_611__O8T [FRP-BA11553]","rearing","F","2016-05-27",0.077,18,2016,0,19.689,2.056,11,1,1,1
"2015_07_site16_F_611__O8T [FRP-BA11553]","rearing","F","2016-05-28",0.002,29,2016,23.2,18.567,2.244,11,1,1,1
"2015_07_site16_F_611__O8T [FRP-BA11553]","rearing","F","2016-05-30",0.022,19,2016,0.056,17.1,2.4,11,1,1,1
"2015_07_site16_F_611__O8T [FRP-BA11553]","rearing","F","2016-06-04",0.075,14,2016,1.1,18.989,1.378,11,1,1,1
"2015_07_site16_F_611__O8T [FRP-BA11553]","rearing","F","2016-06-05",0.011,27,2016,0.133,19.433,2.189,11,1,1,1
"2015_07_site16_F_611__O8T [FRP-BA11553]","rearing","F","2016-06-06",0.091,35,2016,2.267,21.278,1.889,11,1,1,1
"2015_07_site16_F_611__O8T [FRP-BA11553]","rearing","F","2016-06-07",0.006,35,2016,0.022,21.122,1.456,11,1,1,1
"2015_07_site16_F_611__O8T [FRP-BA11553]","rearing","F","2016-06-08",0.027,34,2016,0,22.789,3.533,11,1,1,1
"2015_07_site16_F_611__O8T [FRP-BA11553]","rearing","F","2016-06-11",0.007,35,2016,0,21.056,2.167,11,1,1,1
"2015_07_site16_F_611__O8T [FRP-BA11553]","rearing","F","2016-06-12",0.007,33,2016,0,20.611,3.011,11,1,1,1
"2015_07_site16_F_611__O8T [FRP-BA11553]","rearing","F","2016-06-13",0.049,17,2016,1.822,19.411,2.033,11,1,1,1
"2015_07_site16_F_611__O8T [FRP-BA11553]","rearing","F","2016-06-14",0.05,16,2016,0.689,19.056,3.244,11,1,1,1
"2015_07_site16_F_611__O8T [FRP-BA11553]","rearing","F","2016-06-15",0.004,39,2016,29.111,18.444,1.867,11,1,1,1
"2015_07_site16_F_611__O8T [FRP-BA11553]","rearing","F","2016-06-16",0.014,43,2016,0,18.333,2.389,11,1,1,1
"2015_07_site16_F_611__O8T [FRP-BA11553]","rearing","F","2016-06-17",0.002,42,2016,0.678,17.133,1.967,11,1,1,1
"2015_07_site16_F_611__O8T [FRP-BA11553]","rearing","F","2016-06-18",0.058,10,2016,4.244,16.022,1.978,11,1,1,1
"2015_07_site16_F_611__O8T [FRP-BA11553]","rearing","F","2016-06-20",0.173,10,2016,0,19.889,4.122,11,1,1,1
"2015_07_site16_F_611__O8T [FRP-BA11553]","rearing","F","2016-06-21",0.017,14,2016,0,22.967,1.722,11,1,1,1
"2015_07_site16_F_611__O8T [FRP-BA11553]","rearing","F","2016-06-22",0.017,32,2016,0,23.678,1.733,11,1,1,1
"2015_07_site16_F_611__O8T [FRP-BA11553]","rearing","F","2016-06-23",0.108,26,2016,0,23.489,1.744,11,1,1,1
"2015_07_site16_F_611__O8T [FRP-BA11553]","rearing","F","2016-06-24",0.008,43,2016,0.111,24.956,1.2,11,1,1,1
"2015_07_site16_F_611__O8T [FRP-BA11553]","rearing","F","2016-06-25",0.02,31,2016,0,24.311,3.5,11,1,1,1
"2015_07_site16_F_611__O8T [FRP-BA11553]","rearing","F","2016-06-27",0.037,10,2016,0,21.689,5.278,11,1,1,1
"2015_07_site16_F_611__O8T [FRP-BA11553]","rearing","F","2016-06-28",0.016,26,2016,0.022,23.6,2.667,11,1,1,1
"2015_07_site16_F_611__O8T [FRP-BA11553]","rearing","F","2016-06-29",0.009,19,2016,1.167,23.7,1.556,11,1,1,1
"2015_07_site16_F_611__O8T [FRP-BA11553]","rearing","F","2016-06-30",0,41,2016,0.2,23.978,1.233,11,1,1,1
"2015_13_site13_M_SKFR09-MLR07__MH [FRP-BA11577]","pre_breeding","M","2015-12-17",0.06,10,2016,0.153,10.04,1,1,1,0,0
"2015_13_site13_M_SKFR09-MLR07__MH [FRP-BA11577]","pre_breeding","M","2015-12-23",0.093,10,2016,0.587,12.587,2.22,1,1,0,0
