"id","breeding_period","sex","date","nobs","n_flight","year","rainfall","mean_temperature","wind","n_year_on_site","laying","hatching","breeding_success","prop_time_flight"
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-05-11",53,12,2019,0.636,14.544,2.952,12,1,1,0,0.226
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-05-12",51,11,2019,0,13.908,6.712,12,1,1,0,0.216
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-05-13",57,16,2019,0.024,14.456,6.932,12,1,1,0,0.281
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-05-14",48,7,2019,0.072,15.388,6.176,12,1,1,0,0.146
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-05-15",49,16,2019,0,14.072,4.692,12,1,1,0,0.327
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-05-16",55,15,2019,0.148,14.224,2.252,12,1,1,0,0.273
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-05-17",55,7,2019,1.756,10.86,0.76,12,1,1,0,0.127
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-05-18",55,12,2019,4.532,12.904,1.012,12,1,1,0,0.218
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-05-19",32,3,2019,3.024,12.724,1.832,12,1,1,0,0.094
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-05-20",48,10,2019,0.228,15.808,3.328,12,1,1,0,0.208
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-05-21",56,20,2019,0,16.86,3.924,12,1,1,0,0.357
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-05-22",53,28,2019,0,18.448,4.232,12,1,1,0,0.528
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-05-23",54,24,2019,0,18.68,1.356,12,1,1,0,0.444
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-05-24",55,20,2019,0.512,18.148,1.388,12,1,1,0,0.364
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-05-25",52,19,2019,0.096,19.576,3.212,12,1,1,0,0.365
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-05-26",55,23,2019,0,19.78,4.36,12,1,1,0,0.418
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-05-27",53,17,2019,0.036,18.832,4.644,12,1,1,0,0.321
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-05-28",53,15,2019,0.044,15.796,4.216,12,1,1,0,0.283
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-05-29",57,12,2019,0.024,16.292,5.992,12,1,1,0,0.211
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-05-30",51,17,2019,0,18.708,4.688,12,1,1,0,0.333
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-05-31",47,18,2019,0,20.728,2.52,12,1,1,0,0.383
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-06-01",54,18,2019,0,20.548,1.796,12,1,1,0,0.333
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-06-02",52,10,2019,0,20.892,2.1,12,1,1,0,0.192
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-06-03",53,11,2019,0,20.568,1.624,12,1,1,0,0.208
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-06-04",54,20,2019,0,19.696,2.62,12,1,1,0,0.37
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-06-05",56,9,2019,0.364,19.064,3.496,12,1,1,0,0.161
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-06-06",57,25,2019,0.024,17.432,2.8,12,1,1,0,0.439
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-06-07",49,11,2019,1.504,16.124,2.608,12,1,1,0,0.224
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-06-08",45,20,2019,0.956,19.04,2.396,12,1,1,0,0.444
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-06-09",46,12,2019,1.728,17.912,1.836,12,1,1,0,0.261
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-06-10",25,7,2019,4.488,16.72,3.22,12,1,1,0,0.28
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-06-11",27,4,2019,2.836,14.288,1.284,12,1,1,0,0.148
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-06-12",40,16,2019,0,16.004,1.248,12,1,1,0,0.4
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-06-13",50,11,2019,0.568,18.324,1.72,12,1,1,0,0.22
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-06-14",50,11,2019,8.928,18.844,1.82,12,1,1,0,0.22
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-06-15",43,10,2019,4.828,18.58,1.952,12,1,1,0,0.233
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-06-16",53,11,2019,0,20.344,3.992,12,1,1,0,0.208
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-06-17",48,8,2019,0,22.772,2.356,12,1,1,0,0.167
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-06-18",51,7,2019,0,22.324,1.972,12,1,1,0,0.137
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-06-19",50,12,2019,2.752,20.96,2.064,12,1,1,0,0.24
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-06-20",57,15,2019,13.212,20.3,1.872,12,1,1,0,0.263
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-06-21",54,9,2019,0.416,20.656,1.968,12,1,1,0,0.167
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-06-22",52,22,2019,0,21.632,2.252,12,1,1,0,0.423
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-06-23",54,12,2019,0,23.24,1.512,12,1,1,0,0.222
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-06-24",45,6,2019,0,23.612,1.94,12,1,1,0,0.133
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-06-25",53,12,2019,0,24.988,1.864,12,1,1,0,0.226
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-06-26",44,11,2019,0,27.424,1.716,12,1,1,0,0.25
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-06-27",51,11,2019,0,29.26,1.2,12,1,1,0,0.216
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-06-28",50,10,2019,0,32.112,3.144,12,1,1,0,0.2
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-06-29",49,6,2019,0,30.528,2.268,12,1,1,0,0.122
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2019-06-30",46,5,2019,0.12,29.132,1.808,12,1,1,0,0.109
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2019-12-17",12,6,2020,0.98,12.984,3.14,13,1,1,1,0.5
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2019-12-19",13,3,2020,24.256,12.248,3.708,13,1,1,1,0.231
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2019-12-22",16,4,2020,0.188,10.032,3.088,13,1,1,1,0.25
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2019-12-23",16,4,2020,0,8.588,3.368,13,1,1,1,0.25
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2019-12-24",12,1,2020,0,6.936,1.24,13,1,1,1,0.083
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2019-12-25",14,5,2020,0.004,8.38,3.812,13,1,1,1,0.357
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2019-12-26",21,1,2020,0,7.492,2.736,13,1,1,1,0.048
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2019-12-27",11,1,2020,0.016,9.18,3.716,13,1,1,1,0.091
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2019-12-28",16,1,2020,0,8.2,4.796,13,1,1,1,0.062
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-01-03",12,0,2020,0,6.844,1.26,13,1,1,1,0
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-01-04",11,3,2020,0,9.068,5.384,13,1,1,1,0.273
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-01-05",17,4,2020,0,6.368,5.784,13,1,1,1,0.235
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-01-06",25,2,2020,0.02,4.388,0.948,13,1,1,1,0.08
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-01-07",23,1,2020,0.016,8,3.212,13,1,1,1,0.043
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-01-08",20,0,2020,0.004,7.872,1.256,13,1,1,1,0
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-01-09",17,4,2020,7.232,6.512,1.344,13,1,1,1,0.235
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-01-10",13,1,2020,0.124,8.076,1.796,13,1,1,1,0.077
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-01-11",15,5,2020,0,6.604,4.26,13,1,1,1,0.333
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-01-12",18,1,2020,0.008,3.596,1.612,13,1,1,1,0.056
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-01-14",11,0,2020,0.092,7.556,1.436,13,1,1,1,0
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-01-18",14,7,2020,0.012,5.392,3.624,13,1,1,1,0.5
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-01-19",16,5,2020,0,4.952,6.372,13,1,1,1,0.312
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-01-20",20,5,2020,0.464,4.22,4.9,13,1,1,1,0.25
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-01-21",18,1,2020,1.564,4.088,2.396,13,1,1,1,0.056
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-01-23",11,1,2020,1.74,6.356,1.284,13,1,1,1,0.091
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-01-29",14,3,2020,0.12,7.02,1.568,13,1,1,1,0.214
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-01-30",27,3,2020,1.532,5.556,0.644,13,1,1,1,0.111
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-01-31",14,2,2020,0.012,9.688,1.076,13,1,1,1,0.143
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-02-01",16,1,2020,1.636,8.032,1,13,1,1,1,0.062
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-02-02",14,2,2020,0,9.672,0.804,13,1,1,1,0.143
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-02-03",21,6,2020,0.024,12.584,1.668,13,1,1,1,0.286
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-02-04",22,7,2020,0.024,9.608,5.368,13,1,1,1,0.318
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-02-05",22,4,2020,0,8.172,5.84,13,1,1,1,0.182
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-02-06",17,3,2020,0,4.956,1.956,13,1,1,1,0.176
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-02-07",23,3,2020,0.004,6.216,1.244,13,1,1,1,0.13
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-02-08",19,4,2020,0.436,6.568,0.928,13,1,1,1,0.211
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-02-09",21,3,2020,0.76,8.128,1.932,13,1,1,1,0.143
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-02-10",22,2,2020,0.12,11.476,2.492,13,1,1,1,0.091
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-02-11",21,4,2020,0.072,10.144,1.624,13,1,1,1,0.19
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-02-12",24,5,2020,0,5.964,2.328,13,1,1,1,0.208
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-02-13",21,3,2020,0.144,4.456,1.204,13,1,1,1,0.143
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","pre_breeding","M","2020-02-14",22,5,2020,0,8.684,3.492,13,1,1,1,0.227
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","incubation","M","2020-02-15",24,4,2020,0.016,8.264,1.668,13,1,1,1,0.167
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","incubation","M","2020-02-16",21,0,2020,5.012,8.684,1.524,13,1,1,1,0
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","incubation","M","2020-02-17",15,1,2020,2.636,9.924,1.76,13,1,1,1,0.067
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","incubation","M","2020-02-18",20,11,2020,0.004,7.424,2.672,13,1,1,1,0.55
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","incubation","M","2020-02-19",15,3,2020,0,7.772,2.216,13,1,1,1,0.2
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","incubation","M","2020-02-20",22,17,2020,0.004,7.816,1.356,13,1,1,1,0.773
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","incubation","M","2020-02-21",31,6,2020,0,9.508,3.484,13,1,1,1,0.194
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","incubation","M","2020-02-22",26,13,2020,0.004,8.56,1.492,13,1,1,1,0.5
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","incubation","M","2020-02-23",38,11,2020,0,11.248,1.308,13,1,1,1,0.289
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","incubation","M","2020-02-24",30,12,2020,0,13.12,1.484,13,1,1,1,0.4
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","incubation","M","2020-02-25",28,8,2020,0.136,8.408,1.892,13,1,1,1,0.286
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","incubation","M","2020-02-26",35,14,2020,0.452,6.724,3.992,13,1,1,1,0.4
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","incubation","M","2020-02-27",27,3,2020,0.96,3.616,1.34,13,1,1,1,0.111
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","incubation","M","2020-02-28",45,15,2020,1.716,8.292,1.988,13,1,1,1,0.333
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","incubation","M","2020-02-29",42,4,2020,24.872,8.648,2.396,13,1,1,1,0.095
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","incubation","M","2020-03-01",35,9,2020,9.46,8.808,1.532,13,1,1,1,0.257
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","incubation","M","2020-03-02",21,8,2020,11.18,8.06,3.264,13,1,1,1,0.381
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","incubation","M","2020-03-03",32,11,2020,0.088,6.096,1.92,13,1,1,1,0.344
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","incubation","M","2020-03-04",31,4,2020,1.06,7.148,1.564,13,1,1,1,0.129
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","incubation","M","2020-03-05",22,0,2020,12.472,7.056,1.26,13,1,1,1,0
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","incubation","M","2020-03-06",22,6,2020,0.648,6.916,2.724,13,1,1,1,0.273
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","incubation","M","2020-03-07",35,10,2020,0,7.868,5.66,13,1,1,1,0.286
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","incubation","M","2020-03-08",33,9,2020,0.084,9.264,1.92,13,1,1,1,0.273
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","incubation","M","2020-03-09",35,9,2020,0.032,8.452,3.936,13,1,1,1,0.257
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","incubation","M","2020-03-10",30,7,2020,0,9.212,1.32,13,1,1,1,0.233
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","incubation","M","2020-03-11",40,17,2020,0,14.064,2.22,13,1,1,1,0.425
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","incubation","M","2020-03-12",43,11,2020,2.24,12.284,1.256,13,1,1,1,0.256
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","incubation","M","2020-03-13",42,12,2020,0,11.032,4.66,13,1,1,1,0.286
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","incubation","M","2020-03-14",44,14,2020,0.004,9.556,3.364,13,1,1,1,0.318
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-03-15",49,11,2020,0,8.848,2.772,13,1,1,1,0.224
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-03-16",28,6,2020,0,10.196,2.052,13,1,1,1,0.214
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-03-17",32,13,2020,0,10.86,1.068,13,1,1,1,0.406
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-03-18",50,18,2020,0.004,11.748,1.556,13,1,1,1,0.36
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-03-19",44,19,2020,0,11.796,1.672,13,1,1,1,0.432
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-03-20",43,11,2020,0,10.696,1.644,13,1,1,1,0.256
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-03-21",43,10,2020,0,10.988,1.168,13,1,1,1,0.233
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-03-22",45,13,2020,0.74,11.268,1.928,13,1,1,1,0.289
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-03-23",40,12,2020,0.576,11.32,1.896,13,1,1,1,0.3
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-03-24",15,2,2020,0.168,6.88,1.912,13,1,1,1,0.133
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-03-25",38,18,2020,5.628,5.736,1.252,13,1,1,1,0.474
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-03-26",41,11,2020,0.116,5.572,1.616,13,1,1,1,0.268
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-03-27",36,8,2020,0,9.516,2.88,13,1,1,1,0.222
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-03-28",35,11,2020,0,12.288,1.696,13,1,1,1,0.314
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-03-29",39,13,2020,0,10.3,5.256,13,1,1,1,0.333
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-03-30",50,20,2020,0,6.824,5.016,13,1,1,1,0.4
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-03-31",48,5,2020,0,8.2,3.34,13,1,1,1,0.104
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-04-01",48,11,2020,0,7.92,1.776,13,1,1,1,0.229
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-04-02",46,12,2020,0,8.568,1.3,13,1,1,1,0.261
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-04-03",52,20,2020,0,10.54,4.168,13,1,1,1,0.385
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-04-04",48,12,2020,0,11.296,2.188,13,1,1,1,0.25
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-04-05",51,8,2020,0,10.776,2.296,13,1,1,1,0.157
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-04-06",51,12,2020,0,11.272,2.2,13,1,1,1,0.235
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-04-07",51,20,2020,0,12.228,2.04,13,1,1,1,0.392
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-04-08",51,5,2020,0,12.852,1.408,13,1,1,1,0.098
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-04-09",50,16,2020,0,13.832,1.244,13,1,1,1,0.32
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-04-10",49,9,2020,0,14.044,1.572,13,1,1,1,0.184
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-04-11",52,15,2020,0,13.016,1.516,13,1,1,1,0.288
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-04-12",53,17,2020,0,12.152,2.364,13,1,1,1,0.321
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-04-13",53,8,2020,0,12.272,1.084,13,1,1,1,0.151
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-04-14",49,16,2020,0,14.4,3.868,13,1,1,1,0.327
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-04-15",46,12,2020,0,13.252,2.592,13,1,1,1,0.261
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-04-16",49,13,2020,0,13.36,2.008,13,1,1,1,0.265
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-04-17",52,11,2020,0.024,13.088,1.812,13,1,1,1,0.212
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-04-18",51,21,2020,1.904,15.62,1.14,13,1,1,1,0.412
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-04-19",30,1,2020,3.148,13.492,0.864,13,1,1,1,0.033
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-04-20",28,3,2020,6.168,15.512,0.988,13,1,1,1,0.107
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-04-21",14,0,2020,6.056,15.08,1.024,13,1,1,1,0
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-04-22",35,6,2020,0.112,14.804,1.476,13,1,1,1,0.171
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-04-23",47,15,2020,0.044,16.3,1.288,13,1,1,1,0.319
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-04-24",53,13,2020,0.912,16.528,0.992,13,1,1,1,0.245
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-04-25",51,21,2020,0.072,15.472,2.016,13,1,1,1,0.412
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-04-26",52,15,2020,1.872,15.212,1.132,13,1,1,1,0.288
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-04-27",43,12,2020,27.324,14.92,2.22,13,1,1,1,0.279
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-04-28",46,8,2020,4.896,13.472,0.94,13,1,1,1,0.174
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-04-29",47,13,2020,0.352,14.24,1.176,13,1,1,1,0.277
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-04-30",30,8,2020,3.572,13.056,0.9,13,1,1,1,0.267
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-05-01",45,14,2020,0.084,14.636,1.796,13,1,1,1,0.311
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-05-02",47,5,2020,0.388,16.412,1.616,13,1,1,1,0.106
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-05-03",53,15,2020,0.004,17.692,1.732,13,1,1,1,0.283
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-05-04",50,7,2020,0.008,18.584,2.14,13,1,1,1,0.14
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-05-05",41,20,2020,0,19.096,1.536,13,1,1,1,0.488
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-05-06",48,7,2020,0,19.392,4.3,13,1,1,1,0.146
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-05-07",47,10,2020,0,18.716,2.308,13,1,1,1,0.213
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-05-08",43,7,2020,0,17.6,2.048,13,1,1,1,0.163
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-05-09",48,10,2020,0,15.944,1.948,13,1,1,1,0.208
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-05-10",34,3,2020,23.308,14.536,1.464,13,1,1,1,0.088
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-05-11",39,10,2020,4.656,13.54,2.444,13,1,1,1,0.256
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-05-12",48,13,2020,1.116,12.604,3.02,13,1,1,1,0.271
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-05-13",30,5,2020,29.936,11.776,1.956,13,1,1,1,0.167
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-05-14",39,16,2020,3.404,14.18,3.08,13,1,1,1,0.41
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-05-15",49,11,2020,0.004,14.3,3.308,13,1,1,1,0.224
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-05-16",54,24,2020,0.104,16.204,3.448,13,1,1,1,0.444
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-05-17",46,8,2020,0,18.544,4.564,13,1,1,1,0.174
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-05-18",50,12,2020,0,20.152,4.572,13,1,1,1,0.24
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-05-19",37,12,2020,0,21.704,5.516,13,1,1,1,0.324
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-05-20",46,24,2020,0,22.592,4.46,13,1,1,1,0.522
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-05-21",48,21,2020,0,23.232,2.092,13,1,1,1,0.438
"2017_07_site15_M_5797__Z8 [FRP-BS14430]","rearing","M","2020-05-22",48,16,2020,0,21.996,1.728,13,1,1,1,0.333
