"id","breeding_period","sex","date","nobs","n_flight","year","rainfall","mean_temperature","wind","n_year_on_site","laying","hatching","breeding_success","prop_time_flight"
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-15",17,0,2010,0,-0.2,6.325,12,1,1,2,0
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-16",25,3,2010,0,-1.833,4.333,12,1,1,2,0.12
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-17",39,3,2010,0,-1.233,4.242,12,1,1,2,0.077
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-18",27,1,2010,0.042,-1.275,1.742,12,1,1,2,0.037
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-19",22,0,2010,0,-3.067,4.675,12,1,1,2,0
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-20",36,1,2010,0,-4.042,1.442,12,1,1,2,0.028
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-21",18,2,2010,27.925,2.083,2.05,12,1,1,2,0.111
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-22",26,2,2010,22.858,8.125,0.992,12,1,1,2,0.077
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-23",28,1,2010,25.042,6.742,1.317,12,1,1,2,0.036
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-24",29,1,2010,15.217,11.208,3.258,12,1,1,2,0.034
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-25",26,4,2010,0,7.392,2.575,12,1,1,2,0.154
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-26",36,2,2010,0.05,3.292,2.125,12,1,1,2,0.056
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-27",32,1,2010,0,3.783,1.633,12,1,1,2,0.031
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-28",35,1,2010,0.25,4.658,0.767,12,1,1,2,0.029
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-29",36,0,2010,2.467,8.492,0.908,12,1,1,2,0
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-30",31,1,2010,6.5,9,0.817,12,1,1,2,0.032
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-31",40,0,2010,13.725,9.15,0.625,12,1,1,2,0
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-01",12,1,2010,1.15,6.642,1.95,12,1,1,2,0.083
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-02",35,7,2010,0,0.958,4.258,12,1,1,2,0.2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-03",36,4,2010,0.817,0.083,2.008,12,1,1,2,0.111
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-04",23,0,2010,1.925,0.317,1.633,12,1,1,2,0
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-05",32,1,2010,0.075,0.658,1.967,12,1,1,2,0.031
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-06",32,4,2010,0,-0.625,1.475,12,1,1,2,0.125
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-07",36,0,2010,0.517,-1.225,2.383,12,1,1,2,0
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-08",30,5,2010,1.167,0.242,8.692,12,1,1,2,0.167
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-09",32,6,2010,0,-1.425,5.85,12,1,1,2,0.188
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-10",26,2,2010,0,-1.658,3.942,12,1,1,2,0.077
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-11",31,0,2010,0,-2.85,2.608,12,1,1,2,0
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-12",40,2,2010,2.633,-1.175,1.417,12,1,1,2,0.05
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-13",39,4,2010,5.742,2.208,0.725,12,1,1,2,0.103
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-15",33,5,2010,0,4.808,3.425,12,1,1,2,0.152
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-16",32,2,2010,5.192,2.625,0.85,12,1,1,2,0.062
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-17",35,1,2010,0,5.908,2.25,12,1,1,2,0.029
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-18",32,3,2010,0,5.633,4.758,12,1,1,2,0.094
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-19",35,1,2010,0,2.258,1.275,12,1,1,2,0.029
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-20",36,1,2010,3.192,2.792,0.733,12,1,1,2,0.028
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-21",35,5,2010,0,5.475,3.875,12,1,1,2,0.143
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-22",36,5,2010,0,3.267,3.567,12,1,1,2,0.139
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-23",33,3,2010,0,0.508,0.758,12,1,1,2,0.091
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-24",32,1,2010,0.417,3.775,0.633,12,1,1,2,0.031
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-25",35,1,2010,0,5.167,4.842,12,1,1,2,0.029
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-26",26,0,2010,0.033,3.15,7.375,12,1,1,2,0
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-27",32,5,2010,0,-0.008,7.083,12,1,1,2,0.156
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-28",35,3,2010,0,2.008,5.008,12,1,1,2,0.086
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-29",36,3,2010,0,3.592,1.983,12,1,1,2,0.083
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-30",35,5,2010,0,1.925,3.217,12,1,1,2,0.143
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-31",21,4,2010,0,-0.258,4.383,12,1,1,2,0.19
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-02-01",30,0,2010,0,-0.558,2.575,12,1,1,2,0
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-02-02",32,1,2010,0,0.45,1.425,12,1,1,2,0.031
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-02-03",40,5,2010,0,1.458,0.9,12,1,1,2,0.125
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-02-04",40,2,2010,10,3.358,1.817,12,1,1,2,0.05
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-02-05",32,0,2010,16,5.375,1.45,12,1,1,2,0
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-02-06",40,6,2010,0.35,5.225,1.292,12,1,1,2,0.15
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-02-07",37,6,2010,0,5.8,6.083,12,1,1,2,0.162
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-02-08",39,1,2010,9.817,4.483,2.042,12,1,1,2,0.026
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-02-09",41,5,2010,10.867,3.533,2.875,12,1,1,2,0.122
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-02-10",40,2,2010,0,-0.292,6.175,12,1,1,2,0.05
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-02-11",40,5,2010,0,-3.258,7.442,12,1,1,2,0.125
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-02-12",39,3,2010,0,-0.775,7.167,12,1,1,2,0.077
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-02-13",39,2,2010,0,-0.992,5.758,12,1,1,2,0.051
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-02-14",36,2,2010,0,-0.817,6.042,12,1,1,2,0.056
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-02-15",36,3,2010,0,-0.508,3.4,12,1,1,2,0.083
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-02-16",32,0,2010,10.65,3.283,1.433,12,1,1,2,0
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-02-17",34,2,2010,21.692,6.35,1.858,12,1,1,2,0.059
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-02-18",36,2,2010,12.342,8.35,0.975,12,1,1,2,0.056
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-02-19",39,2,2010,6.9,6.1,3.3,12,1,1,2,0.051
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-02-20",32,1,2010,0,3.425,1.633,12,1,1,2,0.031
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-02-21",40,2,2010,10.092,4.183,2.533,12,1,1,2,0.05
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-02-22",28,0,2010,10.917,6.983,1.25,12,1,1,2,0
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-02-23",35,2,2010,4.108,8.742,0.942,12,1,1,2,0.057
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-02-24",40,1,2010,1.358,7.95,0.808,12,1,1,2,0.025
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-02-25",40,1,2010,6.1,8.55,1.183,12,1,1,2,0.025
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-02-26",36,5,2010,0,8.633,2.458,12,1,1,2,0.139
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-02-27",39,2,2010,5.317,5.225,2.083,12,1,1,2,0.051
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-02-28",40,0,2010,0.408,9.75,2.425,12,1,1,2,0
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-03-01",40,3,2010,0,6.475,1.408,12,1,1,2,0.075
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-03-02",24,6,2010,0.858,7.425,1.217,12,1,1,2,0.25
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-03-03",31,3,2010,17.4,5.625,2.358,12,1,1,2,0.097
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-03-04",40,3,2010,0.133,6.55,3.117,12,1,1,2,0.075
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-03-05",29,1,2010,0,4.158,6.617,12,1,1,2,0.034
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-03-06",36,2,2010,0,3.533,5.183,12,1,1,2,0.056
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-03-07",32,3,2010,1.033,-0.258,6.175,12,1,1,2,0.094
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-03-08",37,4,2010,0.408,0.85,5.192,12,1,1,2,0.108
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-03-09",32,3,2010,0,-0.642,7.717,12,1,1,2,0.094
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-03-10",40,4,2010,0,0.317,5.567,12,1,1,2,0.1
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-03-11",39,4,2010,0,0.225,4.242,12,1,1,2,0.103
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-03-12",36,7,2010,0.017,2.975,5.467,12,1,1,2,0.194
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-03-13",36,3,2010,0,5.3,6.05,12,1,1,2,0.083
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-03-14",29,7,2010,0,6.25,6.658,12,1,1,2,0.241
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-03-15",32,4,2010,0,8.108,6.65,12,1,1,2,0.125
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-03-16",34,3,2010,0,8.65,4.175,12,1,1,2,0.088
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-03-17",20,3,2010,0,7.917,2.008,12,1,1,2,0.15
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-03-18",32,4,2010,0,7.658,2.258,12,1,1,2,0.125
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-03-19",39,3,2010,0.917,10.825,2.3,12,1,1,2,0.077
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-03-20",33,0,2010,0.058,11.342,1.767,12,1,1,2,0
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-03-21",36,0,2010,1.225,13.408,1.042,12,1,1,2,0
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-03-22",40,0,2010,0.25,12.558,1.108,12,1,1,2,0
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-03-23",32,1,2010,0,12.042,1.8,12,1,1,2,0.031
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-03-24",28,1,2010,0.133,12.442,3.325,12,1,1,2,0.036
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-03-25",29,3,2010,7.317,11.975,4.7,12,1,1,2,0.103
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-03-26",23,5,2010,21.733,11.183,2.7,12,1,1,2,0.217
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-03-27",28,7,2010,0.192,9.8,2.5,12,1,1,2,0.25
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-03-28",26,2,2010,0,11.425,0.95,12,1,1,2,0.077
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-03-29",28,5,2010,0.875,11.142,3.208,12,1,1,2,0.179
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-03-30",29,2,2010,19.358,9.017,2.183,12,1,1,2,0.069
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-03-31",41,4,2010,7.483,8.283,2.158,12,1,1,2,0.098
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-01",33,1,2010,0,7.55,2.342,12,1,1,2,0.03
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-02",35,3,2010,0,8.258,2.408,12,1,1,2,0.086
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-03",25,6,2010,36.492,9.283,3.05,12,1,1,2,0.24
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-04",40,9,2010,0.592,9.367,1.75,12,1,1,2,0.225
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-05",36,3,2010,0,9.908,4.025,12,1,1,2,0.083
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-06",32,5,2010,0,10.75,2.642,12,1,1,2,0.156
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-07",28,0,2010,9.217,8.1,1.208,12,1,1,2,0
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-08",25,6,2010,0.017,10.708,5.492,12,1,1,2,0.24
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-09",27,3,2010,0,13.367,5.225,12,1,1,2,0.111
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-10",17,3,2010,0,14.233,4.892,12,1,1,2,0.176
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-11",30,7,2010,0,12.35,6.208,12,1,1,2,0.233
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-12",40,1,2010,0.317,7.825,3.342,12,1,1,2,0.025
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-13",35,1,2010,0.667,8.4,2.375,12,1,1,2,0.029
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-14",37,5,2010,0,10.217,2.775,12,1,1,2,0.135
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-15",31,1,2010,1.942,11.408,2.767,12,1,1,2,0.032
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-16",32,4,2010,0.05,11.675,2.733,12,1,1,2,0.125
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-17",40,9,2010,0,12.783,2.2,12,1,1,2,0.225
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-18",40,7,2010,0,12.675,2.292,12,1,1,2,0.175
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-19",37,13,2010,0.033,14.192,1.3,12,1,1,2,0.351
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-20",33,1,2010,0,15.392,1.417,12,1,1,2,0.03
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-21",34,7,2010,0,15.958,1.2,12,1,1,2,0.206
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-22",40,11,2010,0.067,15.125,1.767,12,1,1,2,0.275
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-23",39,4,2010,0,15.483,0.892,12,1,1,2,0.103
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-24",40,1,2010,0,16.692,1.483,12,1,1,2,0.025
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-25",31,4,2010,0,17.908,1.217,12,1,1,2,0.129
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-26",36,3,2010,0,18.55,4.192,12,1,1,2,0.083
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-27",37,7,2010,0,18.033,4.25,12,1,1,2,0.189
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-28",40,2,2010,0,17.267,1.892,12,1,1,2,0.05
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-29",39,8,2010,0,16.533,2.475,12,1,1,2,0.205
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-30",38,0,2010,0.658,13.942,1.15,12,1,1,2,0
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-05-01",40,4,2010,10.2,14.483,0.792,12,1,1,2,0.1
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-05-02",40,0,2010,1.167,13.7,1.425,12,1,1,2,0
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-05-03",40,1,2010,16.05,11.483,5.067,12,1,1,2,0.025
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-05-04",36,2,2010,13.85,8.792,6.467,12,1,1,2,0.056
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-05-05",33,2,2010,7.95,7.592,2.167,12,1,1,2,0.061
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-05-01",12,3,2010,12.023,15.343,1.894,1,0,0,0,0.25
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-05-02",12,5,2010,0.009,14.894,4.126,1,0,0,0,0.417
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-05-05",12,0,2010,2.303,8.323,5.069,1,0,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-05-06",12,1,2010,0,9.326,5.069,1,0,0,0,0.083
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-05-07",12,5,2010,1.891,11.466,2.634,1,0,0,0,0.417
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-05-15",12,0,2010,0,12.96,6.566,1,0,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-05-18",12,2,2010,0,17.737,3.986,1,0,0,0,0.167
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-05-20",12,3,2010,0,18.789,4.254,1,0,0,0,0.25
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-05-21",11,2,2010,0,19.88,2.277,1,0,0,0,0.182
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-05-22",12,2,2010,0,18.634,1.866,1,0,0,0,0.167
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-05-24",12,3,2010,0,18.837,1.911,1,0,0,0,0.25
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-05-25",11,4,2010,0,18.269,3.56,1,0,0,0,0.364
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-06-01",12,2,2010,0.089,19.463,5.066,1,0,0,0,0.167
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-06-02",12,0,2010,0.051,20.551,5.763,1,0,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-06-07",12,2,2010,0.237,20.386,2.623,1,0,0,0,0.167
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-06-08",12,2,2010,0.357,18.54,4.574,1,0,0,0,0.167
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-06-20",12,0,2010,0,15.106,7.551,1,0,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-06-21",12,2,2010,0,17.303,6.869,1,0,0,0,0.167
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-06-28",12,2,2010,1.377,25.414,2.723,1,0,0,0,0.167
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-06-29",12,3,2010,0.94,26.583,3.72,1,0,0,0,0.25
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-06-30",12,1,2010,2.191,25.723,2.563,1,0,0,0,0.083
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-03",12,4,2011,0.797,16.369,4.137,2,0,0,0,0.333
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-06",12,2,2011,0,15.397,3.651,2,0,0,0,0.167
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-07",12,2,2011,0,15.64,3.357,2,0,0,0,0.167
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-08",12,0,2011,0,17.511,2.094,2,0,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-09",12,3,2011,0,17.134,2.337,2,0,0,0,0.25
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-11",12,6,2011,0,17.403,1.6,2,0,0,0,0.5
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-12",12,5,2011,3.451,18.946,2.177,2,0,0,0,0.417
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-13",12,2,2011,0.517,19.711,1.869,2,0,0,0,0.167
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-14",12,4,2011,1.666,16.954,3.689,2,0,0,0,0.333
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-16",12,7,2011,0,18.026,3.637,2,0,0,0,0.583
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-18",12,2,2011,0,17.28,1.817,2,0,0,0,0.167
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-19",12,1,2011,0,18.029,1.8,2,0,0,0,0.083
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-20",12,1,2011,0,19.634,1.489,2,0,0,0,0.083
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-21",12,5,2011,0.077,20.231,1.357,2,0,0,0,0.417
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-22",12,5,2011,0.5,20.606,4.9,2,0,0,0,0.417
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-25",12,7,2011,0,23.131,1.971,2,0,0,0,0.583
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-29",12,4,2011,0,19.98,1.634,2,0,0,0,0.333
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-30",12,1,2011,1.057,18.666,2.886,2,0,0,0,0.083
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-31",12,0,2011,1.117,16.3,3.96,2,0,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-06-01",12,3,2011,1.72,14.049,6.583,2,0,0,0,0.25
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-06-02",12,0,2011,13.04,13.394,2.337,2,0,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-06-03",12,4,2011,5.56,17.251,1.814,2,0,0,0,0.333
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-06-06",12,3,2011,0,17.657,1.78,2,0,0,0,0.25
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-06-08",12,3,2011,0.017,17.577,5.037,2,0,0,0,0.25
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-06-11",12,1,2011,0,18.586,4.326,2,0,0,0,0.083
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-06-12",12,2,2011,0,19.28,2.357,2,0,0,0,0.167
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-06-15",12,1,2011,0,23.28,2.374,2,0,0,0,0.083
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-06-21",12,2,2011,1.48,21.891,2.66,2,0,0,0,0.167
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-06-22",12,2,2011,0.626,20.966,2.714,2,0,0,0,0.167
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-06-24",12,0,2011,0,21.457,4.306,2,0,0,0,0
