"id","breeding_period","sex","date","range_movement","nobs","year","rainfall","mean_temperature","wind","n_year_on_site","laying","hatching","breeding_success"
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-05-01",1385.653,42,2017,0,12.013,4.587,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-05-02",1284.413,52,2017,2.733,13.067,3.093,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-05-03",461.566,53,2017,0.12,13.127,1.667,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-05-04",271.591,45,2017,0.04,13.54,1.587,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-05-05",2475.628,36,2017,1.347,13.973,4.22,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-05-06",628.31,37,2017,0.04,15.953,4.86,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-05-08",87.243,52,2017,0,17.607,5.247,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-05-09",415.4,59,2017,0,15.827,1.947,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-05-10",2689.921,26,2017,0,15,5.92,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-05-12",2291.114,51,2017,0.193,16.887,1.68,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-05-13",2539.717,55,2017,0.04,18.307,1.733,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-05-14",538.927,60,2017,0.06,19.74,1.54,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-05-17",547.692,53,2017,0,19.353,3.027,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-05-18",556.548,39,2017,15.613,15.36,3.547,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-05-20",433.2,58,2017,0,15.833,4.973,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-05-21",485.652,59,2017,0,17.833,2.52,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-05-22",1164.682,29,2017,0.2,17.38,2.527,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-05-23",2382.69,42,2017,0,20.467,5.6,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-05-24",2426.965,54,2017,0,24.147,2.56,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-05-25",559.784,59,2017,0,24.02,2.533,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-05-26",2494.605,59,2017,0,19.093,2.6,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-05-27",2288.203,55,2017,0,19.933,3.44,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-05-29",1003.981,53,2017,0.04,21.233,2.52,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-05-30",1899.699,59,2017,0.1,19.807,1.473,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-05-31",2185.761,55,2017,0,20.167,1.687,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-06-02",1396.493,53,2017,0.16,21.153,1.813,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-06-03",1211.787,30,2017,8.693,19.82,2.907,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-06-04",6237.913,58,2017,4.753,17.84,5.133,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-06-05",7001.884,56,2017,0,19.107,5.867,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-06-06",4413.891,56,2017,0,18.4,6.507,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-06-07",64.752,25,2017,0,18.653,4.32,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-06-08",825.098,52,2017,0.44,19.867,2.56,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-06-09",2854.6,60,2017,0,21.533,2.033,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-06-11",1834.365,60,2017,0,24.627,1.633,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-06-12",1465.433,48,2017,0,26.6,3.253,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-06-13",608.297,24,2017,0,25.507,1.987,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-06-14",501.515,58,2017,0,25.347,1.327,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-06-16",1603.61,50,2017,0,26.187,6.7,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-06-17",1624.333,48,2017,0,27.6,5.84,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-06-19",2826.662,50,2017,0.06,23.667,4.14,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-06-20",2136.884,47,2017,0,23.473,1.807,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-06-21",3174.074,57,2017,0,24.84,1.407,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-06-22",1525.375,44,2017,0,25.04,1.473,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-06-23",8507.851,54,2017,0,26.1,4.1,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-06-24",2857.905,59,2017,0,25.607,5.393,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-06-25",4847.182,44,2017,0.04,25.053,3.493,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-06-26",2721.247,24,2017,2.407,22.927,1.62,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-06-27",7053.46,51,2017,0.36,23.013,2.313,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-06-28",1547.572,28,2017,5.507,19.607,2.773,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-06-29",2260.288,46,2017,1.113,18.473,4.9,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2017-06-30",2295.065,51,2017,0.14,17.5,4.313,NA,0,0,0
"2017_11_site29_M_461__X5 [FRP-BA11594]","pre_breeding","M","2018-01-16",329.477,10,2018,0.04,13.627,7.213,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","pre_breeding","M","2018-01-18",32.857,11,2018,0,9.32,3.08,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","pre_breeding","M","2018-01-19",32.258,10,2018,0.1,10.707,5.633,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","pre_breeding","M","2018-01-21",27.094,10,2018,0,14.94,10.74,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","pre_breeding","M","2018-01-24",2014.409,13,2018,0,10.167,3.04,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","pre_breeding","M","2018-01-25",2216.848,11,2018,2.507,10.627,2.84,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","pre_breeding","M","2018-01-26",1791.275,11,2018,12.08,7.04,6.953,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","pre_breeding","M","2018-01-29",3264.378,11,2018,0,8.36,2.153,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","pre_breeding","M","2018-01-30",1404.23,16,2018,0.04,6.74,2.007,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","pre_breeding","M","2018-01-31",2810.627,13,2018,0.127,7.1,1,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","pre_breeding","M","2018-02-04",93.783,12,2018,12.92,6.533,1.72,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","pre_breeding","M","2018-02-05",537.912,11,2018,24.347,6.06,2.387,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","pre_breeding","M","2018-02-09",71.899,35,2018,0,3.34,3.927,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","pre_breeding","M","2018-02-10",47.305,16,2018,0.04,4.427,7.76,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","pre_breeding","M","2018-02-12",8392.042,26,2018,0.04,6.02,5.713,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","pre_breeding","M","2018-02-13",208.557,14,2018,1.34,3.64,2.847,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2018-02-16",9335.342,15,2018,0.16,9.967,0.727,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2018-02-17",2428.382,12,2018,0.813,9.873,4.96,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2018-02-18",17.704,12,2018,0.06,8.16,6.147,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2018-02-19",4068.297,16,2018,1.207,8.3,3.593,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2018-02-20",167.712,10,2018,0.36,10.167,7.993,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2018-02-21",2495.24,21,2018,0,6.753,6.42,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2018-02-25",172.1,15,2018,0,8.827,5.073,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2018-02-26",1193.525,21,2018,0,4.313,6.287,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2018-02-27",1489.274,19,2018,0,-1.08,3.093,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2018-03-03",471.415,14,2018,0,10.407,2.02,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2018-03-04",369.273,21,2018,0.927,9.527,1.26,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2018-03-05",468.83,12,2018,18.387,9.353,2.753,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2018-03-06",464.791,16,2018,4.907,9.367,3.013,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2018-03-07",468.252,10,2018,0,8.5,4.807,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2018-03-09",1537.805,10,2018,0.193,9.847,2.42,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2018-03-13",371.45,11,2018,0,9.927,2.667,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2018-03-14",567.851,14,2018,0,9.8,3.3,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-03-15",495.93,16,2018,4.673,12.98,2.2,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-03-16",107.296,14,2018,5.173,8.98,2.447,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-03-17",439.489,31,2018,9.127,7.967,3.78,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-03-18",8290.644,32,2018,0.2,7.953,5.767,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-03-19",809.314,36,2018,3.307,6.887,4.42,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-03-24",218.036,10,2018,21.36,6.347,3.66,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-03-25",351.707,11,2018,0.047,9.113,2.947,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-03-26",7229.152,27,2018,0,10.76,7.013,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-03-27",4385.47,16,2018,0,11.82,6.12,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-03-28",399.615,30,2018,0.08,14.46,3.827,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-03-29",612.089,13,2018,0.127,11.333,2.693,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-03-30",1620.563,35,2018,0.92,9.873,2.833,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-03-31",317.818,29,2018,1.087,6.74,6.287,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-04-01",234.738,22,2018,0,10.32,2.993,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-04-04",358.117,20,2018,1.853,13.293,1.867,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-04-05",471.48,44,2018,0,12.827,3.193,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-04-08",391.17,19,2018,37.873,11.26,3.627,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-04-09",271.641,18,2018,0.307,11.227,2.02,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-04-10",121.818,38,2018,20.88,11.447,4.833,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-04-11",31.061,18,2018,37.207,9.84,5.813,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-04-12",43.596,25,2018,2.48,9.68,2.733,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-04-13",400.599,22,2018,8.68,11.467,3.8,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-04-14",357.18,16,2018,3.213,12.067,1.913,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-04-15",80.702,45,2018,0,15.973,2.92,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-04-16",2021.524,44,2018,0,14.847,4.84,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-04-17",305.162,47,2018,0,17.633,2.127,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-04-18",267.176,51,2018,0,16.487,2.493,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-04-19",1219.384,49,2018,0,16.047,1.353,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-04-20",300.983,52,2018,0,15.893,1.273,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-04-23",309.489,24,2018,0.18,17.047,2.027,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-04-24",124.213,44,2018,0,19.6,2.06,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-04-25",1385.366,55,2018,0,17.247,5.187,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-04-26",24.034,33,2018,0,16.293,6.453,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-04-27",2337.086,60,2018,0,16.407,2.307,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-04-28",1157.963,43,2018,0,15.493,3.507,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-04-29",1321.215,17,2018,15.913,12.847,4.027,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-05-01",950.901,55,2018,0,11.1,5.127,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-05-02",2338.993,52,2018,0.06,14.14,5.96,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-05-03",5940.581,40,2018,0,13.287,9.693,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-05-05",13.581,19,2018,2.653,17.3,5.08,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-05-06",690.938,45,2018,1.44,19.527,1.753,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-05-07",3886.725,53,2018,2.467,19.887,1.107,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-05-08",5282.569,43,2018,1.007,18.04,5.6,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-05-09",1921.71,38,2018,0.12,16.68,7.867,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-05-10",388.878,18,2018,0,15.533,7.047,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-05-11",414.509,53,2018,0,16.34,1.693,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-05-12",1147.748,31,2018,29.3,12.333,3.76,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-05-13",1232.896,18,2018,2.253,9.46,7.6,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-05-14",700.263,15,2018,1.5,10.3,7.827,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-05-15",405.389,10,2018,0,13.88,9.06,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-05-17",1316.09,43,2018,0,18.24,3.48,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-05-19",4172.366,58,2018,1.873,19.667,3.293,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-05-20",397.75,53,2018,1.2,18.44,1.5,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-05-21",674.417,45,2018,0.04,17.433,1.487,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-05-22",1894.966,57,2018,0.56,18.733,1.72,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-05-23",162.108,47,2018,0.167,19.1,1.7,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-05-24",2678.317,47,2018,0,18.527,2.053,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-05-26",338.386,48,2018,0.04,19.953,3.767,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-05-27",547.37,50,2018,0.58,19.433,1.973,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-05-28",392.154,16,2018,8.667,17.847,2.16,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-05-29",441.606,16,2018,0.493,18.873,2.507,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-05-31",2878.629,44,2018,0.5,19.2,1.907,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-06-01",388.084,41,2018,0,20.24,1.573,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-06-02",556.134,56,2018,0,19.86,1.727,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-06-03",203.444,30,2018,1.58,18.587,2.547,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-06-04",1172.857,53,2018,0.433,20.28,1.147,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-06-05",341.049,43,2018,2.18,19.14,2.467,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-06-06",1208.619,48,2018,4.9,17.867,2.347,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-06-07",371.615,50,2018,3.727,18.607,1.727,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-06-09",467.47,49,2018,0,20.913,1.827,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-06-10",1018.123,54,2018,0.893,20.553,2.173,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-06-11",589.287,48,2018,3.387,18.78,3.293,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-06-12",2087.636,45,2018,3.38,18.267,3.16,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-06-13",670.266,50,2018,0,20.027,8.16,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-06-14",1683.36,43,2018,0,20.113,8.347,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-06-15",702.978,28,2018,0.08,20.053,6.807,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-06-16",2688.486,54,2018,0,20.86,6.453,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-06-17",38.157,29,2018,0,19.713,7.08,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-06-18",4782.278,36,2018,0,20.773,8.687,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-06-20",1293.716,57,2018,0,24.013,1.813,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-06-21",1555.748,49,2018,0,25.973,3.127,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-06-22",692.738,34,2018,0,24.747,6.173,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-06-23",576.149,57,2018,0,22.067,1.827,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-06-24",321.285,54,2018,0,21.86,1.547,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-06-25",617.505,58,2018,0,23.067,1.467,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-06-26",582.443,51,2018,0,23.02,1.54,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-06-27",1587.485,54,2018,0,25.38,2.507,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-06-28",1646.654,52,2018,0,24.407,4.553,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","rearing","M","2018-06-30",507.586,59,2018,0,23.46,3.573,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","pre_breeding","M","2019-02-09",276.194,13,2019,0,8.893,1.407,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","pre_breeding","M","2019-02-13",397.212,12,2019,0,6.26,1.513,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","pre_breeding","M","2019-02-14",426.114,12,2019,0,8.48,3.053,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2019-02-15",85.958,10,2019,0,8.173,1.927,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2019-02-16",95.774,13,2019,0,8.64,2.013,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2019-02-17",790.91,13,2019,0,9.36,3.953,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2019-02-18",409.714,13,2019,0,10.553,3.76,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2019-02-19",329.802,12,2019,0,9.72,1.927,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2019-02-20",421.186,16,2019,0,8.14,1.32,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2019-02-21",140.936,19,2019,0.06,8.127,1.32,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2019-02-22",2242.902,23,2019,0,15.033,5.52,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2019-02-23",303.159,16,2019,0,11.88,1.207,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2019-02-24",1279.286,16,2019,0.06,9.113,1.527,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2019-02-25",1264.948,18,2019,0.073,9.147,1.08,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2019-02-26",503.517,15,2019,0,10.7,1.02,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2019-03-01",573.122,10,2019,0,12.387,5.973,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2019-03-02",1941.593,30,2019,0,12.66,5.34,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2019-03-03",656.563,31,2019,0,11.98,2,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2019-03-04",3717.979,13,2019,0.1,11.493,4.627,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2019-03-05",2310.511,32,2019,0,10.78,2.413,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2019-03-06",1138.185,13,2019,0,12.553,4.527,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2019-03-07",1490.838,21,2019,0.24,10.7,4.233,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2019-03-08",2316.843,35,2019,0,9.48,1.907,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2019-03-09",2394.723,36,2019,0,13.207,3.207,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2019-03-10",48.607,16,2019,0,14.24,6.38,NA,1,1,1
"2017_11_site29_M_461__X5 [FRP-BA11594]","incubation","M","2019-03-11",549.338,11,2019,0,10.98,6.907,NA,1,1,1
