"id","breeding_period","sex","date","range_movement","nobs","year","rainfall","mean_temperature","wind","n_year_on_site","laying","hatching","breeding_success"
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-16",4768.327,25,2010,0,-1.833,4.333,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-17",860.406,39,2010,0,-1.233,4.242,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-18",538.192,27,2010,0.042,-1.275,1.742,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-20",471.477,36,2010,0,-4.042,1.442,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-22",629.194,26,2010,22.858,8.125,0.992,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-23",577.083,28,2010,25.042,6.742,1.317,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-24",1047.151,29,2010,15.217,11.208,3.258,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-25",1045.677,26,2010,0,7.392,2.575,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-26",500.19,36,2010,0.05,3.292,2.125,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-27",2142.209,32,2010,0,3.783,1.633,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-28",1876.584,35,2010,0.25,4.658,0.767,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-29",787.872,36,2010,2.467,8.492,0.908,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-30",825.023,31,2010,6.5,9,0.817,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2009-12-31",360.629,40,2010,13.725,9.15,0.625,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-01",441.983,12,2010,1.15,6.642,1.95,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-02",4105.277,35,2010,0,0.958,4.258,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-03",483.43,36,2010,0.817,0.083,2.008,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-04",316.729,23,2010,1.925,0.317,1.633,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-05",721.927,32,2010,0.075,0.658,1.967,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-06",2075.049,32,2010,0,-0.625,1.475,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-07",1424.678,36,2010,0.517,-1.225,2.383,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-08",642.965,30,2010,1.167,0.242,8.692,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-09",6749.967,32,2010,0,-1.425,5.85,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-10",1172.301,26,2010,0,-1.658,3.942,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-11",371.924,31,2010,0,-2.85,2.608,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-12",655.129,40,2010,2.633,-1.175,1.417,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-13",639.544,39,2010,5.742,2.208,0.725,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-15",3039.602,33,2010,0,4.808,3.425,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-16",593.646,32,2010,5.192,2.625,0.85,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-17",2779.983,35,2010,0,5.908,2.25,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-18",6021.032,32,2010,0,5.633,4.758,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-19",1030.301,35,2010,0,2.258,1.275,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-20",542.233,36,2010,3.192,2.792,0.733,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-21",13011.666,35,2010,0,5.475,3.875,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-22",557.177,36,2010,0,3.267,3.567,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-23",721.576,33,2010,0,0.508,0.758,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-24",160.154,32,2010,0.417,3.775,0.633,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-25",9672.695,35,2010,0,5.167,4.842,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-26",286.763,26,2010,0.033,3.15,7.375,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-27",3196.219,32,2010,0,-0.008,7.083,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-28",2410.698,35,2010,0,2.008,5.008,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-29",5133.008,36,2010,0,3.592,1.983,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-01-30",787.879,35,2010,0,1.925,3.217,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-02-01",1224.077,30,2010,0,-0.558,2.575,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-02-02",498.708,32,2010,0,0.45,1.425,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-02-03",395.977,40,2010,0,1.458,0.9,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-02-04",666.997,40,2010,10,3.358,1.817,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-02-06",3379.93,40,2010,0.35,5.225,1.292,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-02-07",4202.64,37,2010,0,5.8,6.083,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-02-08",381.796,39,2010,9.817,4.483,2.042,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-02-09",745.018,41,2010,10.867,3.533,2.875,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-02-10",13901.679,40,2010,0,-0.292,6.175,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-02-11",653.853,40,2010,0,-3.258,7.442,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-02-12",5247.623,39,2010,0,-0.775,7.167,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-02-13",822.623,39,2010,0,-0.992,5.758,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","pre_breeding","M","2010-02-14",2204.581,36,2010,0,-0.817,6.042,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-02-15",537.819,36,2010,0,-0.508,3.4,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-02-17",2222.61,34,2010,21.692,6.35,1.858,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-02-18",732.51,36,2010,12.342,8.35,0.975,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-02-19",767.961,39,2010,6.9,6.1,3.3,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-02-21",758.645,40,2010,10.092,4.183,2.533,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-02-22",704.764,28,2010,10.917,6.983,1.25,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-02-23",2731.336,35,2010,4.108,8.742,0.942,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-02-24",1824.133,40,2010,1.358,7.95,0.808,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-02-25",1076.651,40,2010,6.1,8.55,1.183,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-02-26",825.92,36,2010,0,8.633,2.458,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-02-27",713.037,39,2010,5.317,5.225,2.083,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-02-28",2334.48,40,2010,0.408,9.75,2.425,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-03-01",1975.727,40,2010,0,6.475,1.408,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-03-03",617.428,31,2010,17.4,5.625,2.358,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-03-04",2879.024,40,2010,0.133,6.55,3.117,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-03-05",605.285,29,2010,0,4.158,6.617,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-03-06",988.099,36,2010,0,3.533,5.183,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-03-07",526.243,32,2010,1.033,-0.258,6.175,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-03-08",883.883,37,2010,0.408,0.85,5.192,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-03-09",1759.598,32,2010,0,-0.642,7.717,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-03-10",547.495,40,2010,0,0.317,5.567,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-03-11",869.24,39,2010,0,0.225,4.242,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-03-12",610.726,36,2010,0.017,2.975,5.467,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-03-13",850.762,36,2010,0,5.3,6.05,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","incubation","M","2010-03-14",1526.703,29,2010,0,6.25,6.658,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-03-16",799.416,34,2010,0,8.65,4.175,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-03-17",525.105,20,2010,0,7.917,2.008,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-03-19",544.142,39,2010,0.917,10.825,2.3,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-03-20",196.579,33,2010,0.058,11.342,1.767,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-03-21",486.886,36,2010,1.225,13.408,1.042,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-03-22",169.448,40,2010,0.25,12.558,1.108,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-03-23",723.422,32,2010,0,12.042,1.8,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-03-25",374.508,29,2010,7.317,11.975,4.7,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-03-30",835.345,29,2010,19.358,9.017,2.183,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-03-31",1747.571,41,2010,7.483,8.283,2.158,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-01",685.129,33,2010,0,7.55,2.342,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-02",537.954,35,2010,0,8.258,2.408,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-03",671.258,25,2010,36.492,9.283,3.05,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-04",614.609,40,2010,0.592,9.367,1.75,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-05",760.759,36,2010,0,9.908,4.025,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-07",512.744,28,2010,9.217,8.1,1.208,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-09",1250.499,27,2010,0,13.367,5.225,12,1,1,2
"2009_07_site16_M_TS1__H8 [FRP-BA11036]","rearing","M","2010-04-12",703.072,40,2010,0.317,7.825,3.342,12,1,1,2
"2009_34_site33_M_98324__CZ [FRP-BA11034]","incubation","M","2010-03-04",2202.469,10,2010,0.037,8.829,3.217,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","incubation","M","2010-03-13",4190.425,10,2010,0,5.511,3.994,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","incubation","M","2010-03-14",2703.257,10,2010,0,6.966,4.583,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-03-15",657.877,10,2010,0.514,7.937,4.797,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-03-16",1805.508,10,2010,0,8.603,1.849,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-03-17",1483.719,10,2010,0,8.497,2.297,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-03-22",1705.849,10,2010,3.751,12.877,1.397,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-03-27",679.092,10,2010,0.543,10.857,6.069,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-03-28",5575.332,10,2010,0,12.154,2.671,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-03-30",4747.922,10,2010,6.189,10.009,4.746,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-04-01",551.702,10,2010,0.031,9.171,4.38,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-04-02",2420.451,10,2010,0,9.426,1.809,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-04-05",5312.781,10,2010,0,10.86,2.551,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-04-06",4018.672,10,2010,0,10.803,2.849,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-04-07",1494.976,10,2010,1.449,10.471,2.046,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-04-11",1245.118,10,2010,0.131,14.126,2.629,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-04-12",1533.738,10,2010,3.771,8.669,2.1,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-04-17",4245.392,10,2010,0.069,11.689,1.771,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-05-01",6980.845,12,2010,12.023,15.343,1.894,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-05-02",3059.124,12,2010,0.009,14.894,4.126,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-05-05",2793.05,12,2010,2.303,8.323,5.069,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-05-06",5009.507,12,2010,0,9.326,5.069,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-05-07",3417.458,12,2010,1.891,11.466,2.634,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-05-15",613.188,12,2010,0,12.96,6.566,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-05-18",5446.272,12,2010,0,17.737,3.986,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-05-20",2268.135,12,2010,0,18.789,4.254,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-05-21",715.15,11,2010,0,19.88,2.277,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-05-22",2370.474,12,2010,0,18.634,1.866,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-05-24",3887.579,12,2010,0,18.837,1.911,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-06-01",757.309,12,2010,0.089,19.463,5.066,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-06-02",3389.114,12,2010,0.051,20.551,5.763,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-06-07",848.857,12,2010,0.237,20.386,2.623,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-06-08",828.379,12,2010,0.357,18.54,4.574,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-06-20",459.156,12,2010,0,15.106,7.551,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-06-21",2063.966,12,2010,0,17.303,6.869,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-06-28",4684.875,12,2010,1.377,25.414,2.723,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-06-29",2361.782,12,2010,0.94,26.583,3.72,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2010-06-30",1000.606,12,2010,2.191,25.723,2.563,1,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","incubation","M","2011-03-01",689.619,10,2011,0,7.231,4.863,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","incubation","M","2011-03-04",4158.971,10,2011,0,6.554,1.834,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","incubation","M","2011-03-06",4227.338,10,2011,0,7.76,1.44,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","incubation","M","2011-03-07",872.988,10,2011,0.04,7.894,2.794,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","incubation","M","2011-03-08",4330.289,10,2011,0,7.477,4.44,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","incubation","M","2011-03-09",1824.114,10,2011,0,6.191,1.529,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","incubation","M","2011-03-10",4734.543,10,2011,0.057,8.011,1.42,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","incubation","M","2011-03-11",5929.838,10,2011,0.726,8.846,2.997,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-03-15",1114.451,10,2011,57.817,11.443,6.177,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-03-17",2888.393,10,2011,0.009,11.266,5.534,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-03-19",1773.293,10,2011,0,12.911,5.429,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-03-20",4158.846,10,2011,0,10.137,2.246,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-03-22",3108.8,10,2011,0,8.463,1.589,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-03-23",2443.87,10,2011,0,9.271,1.346,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-03-27",2760.841,10,2011,6.32,10.611,2.946,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-03-28",5932.72,10,2011,0,12.403,3.571,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-04-01",2728.815,10,2011,0,15.191,1.889,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-04-02",4096.231,10,2011,0,12.411,2.994,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-04-03",7231.132,10,2011,0.043,14.157,2.36,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-04-05",2975.341,10,2011,0.026,15.206,2.049,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-04-07",4099.1,10,2011,0,14.909,1.454,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-04-10",294.632,10,2011,0,17.731,7.634,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-04-12",1844.391,10,2011,0,16.834,6.097,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-04-13",6303.446,10,2011,0,13.703,3.14,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-04-15",5955.841,10,2011,0,12.7,2.134,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-03",5238.197,12,2011,0.797,16.369,4.137,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-06",2489.069,12,2011,0,15.397,3.651,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-07",5484.434,12,2011,0,15.64,3.357,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-08",1614.133,12,2011,0,17.511,2.094,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-09",6820.798,12,2011,0,17.134,2.337,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-11",3136.564,12,2011,0,17.403,1.6,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-12",2018.205,12,2011,3.451,18.946,2.177,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-13",1689.976,12,2011,0.517,19.711,1.869,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-14",1724.718,12,2011,1.666,16.954,3.689,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-16",10164.076,12,2011,0,18.026,3.637,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-18",1372.723,12,2011,0,17.28,1.817,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-19",1590.358,12,2011,0,18.029,1.8,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-20",1050.149,12,2011,0,19.634,1.489,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-21",2408.452,12,2011,0.077,20.231,1.357,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-22",7344.956,12,2011,0.5,20.606,4.9,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-25",5656.857,12,2011,0,23.131,1.971,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-29",1550.514,12,2011,0,19.98,1.634,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-30",841.665,12,2011,1.057,18.666,2.886,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-05-31",1755.028,12,2011,1.117,16.3,3.96,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-06-01",544.256,12,2011,1.72,14.049,6.583,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-06-02",579.329,12,2011,13.04,13.394,2.337,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-06-03",3298.422,12,2011,5.56,17.251,1.814,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-06-06",587.914,12,2011,0,17.657,1.78,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-06-08",581.052,12,2011,0.017,17.577,5.037,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-06-11",2796.242,12,2011,0,18.586,4.326,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-06-12",888.931,12,2011,0,19.28,2.357,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-06-15",1763.823,12,2011,0,23.28,2.374,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-06-21",1095.45,12,2011,1.48,21.891,2.66,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-06-22",2351.341,12,2011,0.626,20.966,2.714,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-06-24",2017.363,12,2011,0,21.457,4.306,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-06-25",130.637,12,2011,0,24.406,2.403,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-06-27",711.391,12,2011,0,22.317,2.083,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","rearing","M","2011-06-29",577.386,12,2011,0.286,21.611,6.911,2,0,0,0
"2009_34_site33_M_98324__CZ [FRP-BA11034]","incubation","M","2012-03-01",677.523,10,2012,0,9.034,1.149,3,0,0,0
